"","location","date","total_deaths_per_million","mask_category"
"30033","Switzerland",977,1552.891,1
"30034","Bosnia and Herzegovina",977,4974.749,1
"30035","Croatia",977,4158.685,1
"30036","United Kingdom",977,3070.645,2
"30037","Sweden",977,1904.478,1
"30038","Serbia",977,2441.808,1
"30039","Latvia",977,3581.977,2
"30040","Ukraine",977,2677.993,2
"30041","Italy",977,2981.31,3
"30042","Romania",977,3398.397,3
"30043","Greece",977,3156.484,3
"30044","Albania",977,1260.943,1
"30045","Denmark",977,1183.729,1
"30046","Norway",977,749.311,1
"30047","Austria",977,2312.18,2
"30048","Hungary",977,4752.238,3
"30049","Slovakia",977,3611.086,3
"30050","Poland",977,2940.928,3
"30051","Czechia",977,3906.522,1
"30052","Ireland",977,1586.07,3
"30053","Bulgaria",977,5537.784,2
"30054","Estonia",977,1907.902,2
"30055","Germany",977,1818.14,2
"30056","Portugal",978,2425.99,3
"30057","Slovenia",978,3863.965,2
"30058","Ireland",978,1586.269,3
"30059","Norway",978,749.311,1
"30060","Greece",978,3156.484,3
"30061","Slovakia",978,3612.326,3
"30062","Croatia",978,4161.414,1
"30063","Sweden",978,1905.9,1
"30064","Switzerland",978,1553.006,1
"30065","United Kingdom",978,3071.549,2
"30066","Latvia",978,3581.977,2
"30067","Serbia",978,2442.827,1
"30068","Estonia",978,1907.902,2
"30069","Albania",978,1260.943,1
"30070","Denmark",978,1184.069,1
"30071","Bosnia and Herzegovina",978,4975.367,1
"30072","Finland",978,1113.749,1
"30073","Germany",978,1818.14,2
"30074","Italy",978,2982.817,3
"30075","Bulgaria",978,5537.784,2
"30076","Belarus",978,746.516,2
"30077","North Macedonia",978,4692.382,2
"30078","Lithuania",978,3380.292,3
"30079","Belgium",978,2791.971,3
"30080","Romania",978,3399.16,3
"30081","Poland",978,2941.279,3
"30082","Spain",978,2444.856,3
"30083","Austria",978,2312.515,2
"30084","Netherlands",978,1287.632,1
"30085","Hungary",978,4752.238,3
"30086","Ukraine",978,2677.993,2
"30087","France",978,2393.363,3
"30088","Czechia",978,3907.379,1
"30089","Germany",979,1818.14,2
"30090","Croatia",979,4163.399,1
"30091","Spain",979,2444.856,3
"30092","Slovakia",979,3613.921,3
"30093","Latvia",979,3581.977,2
"30094","Poland",979,2941.756,3
"30095","Italy",979,2983.817,3
"30096","Belarus",979,746.516,2
"30097","Portugal",979,2425.99,3
"30098","Hungary",979,4752.238,3
"30099","Slovenia",979,3863.965,2
"30100","Serbia",979,2443.991,1
"30101","Greece",979,3156.484,3
"30102","Bulgaria",979,5537.784,2
"30103","North Macedonia",979,4692.382,2
"30104","Ireland",979,1586.667,3
"30105","Romania",979,3399.821,3
"30106","Belgium",979,2792.314,3
"30107","Lithuania",979,3380.292,3
"30108","Netherlands",979,1287.632,1
"30109","Austria",979,2313.186,2
"30110","Ukraine",979,2677.993,2
"30111","Finland",979,1116.637,1
"30112","Albania",979,1260.943,1
"30113","Norway",979,749.311,1
"30114","Estonia",979,1907.902,2
"30115","Bosnia and Herzegovina",979,4975.986,1
"30116","Sweden",979,1906.942,1
"30117","Switzerland",979,1553.006,1
"30118","Denmark",979,1184.579,1
"30119","United Kingdom",979,3072.245,2
"30120","France",979,2393.363,3
"30121","Czechia",979,3908.046,1
"30122","Italy",980,2984.122,3
"30123","Ireland",980,1587.264,3
"30124","Denmark",980,1185.259,1
"30125","Spain",980,2448.451,3
"30126","Bulgaria",980,5542.944,2
"30127","Czechia",980,3908.523,1
"30128","France",980,2397.433,3
"30129","Sweden",980,1908.08,1
"30130","Latvia",980,3589.002,2
"30131","Serbia",980,2446.174,1
"30132","Netherlands",980,1288.486,1
"30133","Albania",980,1260.943,1
"30134","Germany",980,1821.942,2
"30135","North Macedonia",980,4696.681,2
"30136","Croatia",980,4166.376,1
"30137","Romania",980,3400.381,3
"30138","Lithuania",980,3380.292,3
"30139","Greece",980,3168.906,3
"30140","Finland",980,1119.886,1
"30141","Poland",980,2941.756,3
"30142","Portugal",980,2429.788,3
"30143","Switzerland",980,1553.234,1
"30144","United Kingdom",980,3072.808,2
"30145","Austria",980,2313.969,2
"30146","Belarus",980,746.516,2
"30147","Bosnia and Herzegovina",980,4975.986,1
"30148","Norway",980,749.311,1
"30149","Slovakia",980,3615.161,3
"30150","Estonia",980,1910.918,2
"30151","Slovenia",980,3874.815,2
"30152","Hungary",980,4752.238,3
"30153","Ukraine",980,2679.756,2
"30154","Belgium",980,2792.915,3
"30155","Ukraine",981,2679.756,2
"30156","Denmark",981,1185.939,1
"30157","Lithuania",981,3380.292,3
"30158","Finland",981,1122.412,1
"30159","Albania",981,1260.943,1
"30160","Bulgaria",981,5542.944,2
"30161","Greece",981,3168.906,3
"30162","North Macedonia",981,4696.681,2
"30163","Netherlands",981,1288.486,1
"30164","Austria",981,2314.864,2
"30165","Ireland",981,1587.662,3
"30166","Hungary",981,4752.238,3
"30167","Norway",981,756.672,1
"30168","Estonia",981,1910.918,2
"30169","Belgium",981,2793.601,3
"30170","France",981,2397.433,3
"30171","Belarus",981,746.516,2
"30172","Croatia",981,4167.617,1
"30173","Spain",981,2448.451,3
"30174","Romania",981,3400.584,3
"30175","Poland",981,2941.756,3
"30176","Switzerland",981,1553.349,1
"30177","United Kingdom",981,3073.519,2
"30178","Latvia",981,3589.002,2
"30179","Slovakia",981,3616.756,3
"30180","Serbia",981,2448.066,1
"30181","Portugal",981,2429.788,3
"30182","Bosnia and Herzegovina",981,4975.986,1
"30183","Slovenia",981,3874.815,2
"30184","Sweden",981,1909.502,1
"30185","Italy",981,2984.698,3
"30186","Germany",981,1821.942,2
"30187","Czechia",981,3908.999,1
"30188","Netherlands",982,1288.486,1
"30189","Albania",982,1261.294,1
"30190","Switzerland",982,1553.692,1
"30191","Italy",982,2985.257,3
"30192","Hungary",982,4752.238,3
"30193","Austria",982,2315.2,2
"30194","United Kingdom",982,3073.978,2
"30195","North Macedonia",982,4696.681,2
"30196","Germany",982,1821.942,2
"30197","France",982,2397.433,3
"30198","Latvia",982,3589.002,2
"30199","Greece",982,3168.906,3
"30200","Croatia",982,4169.85,1
"30201","Romania",982,3400.737,3
"30202","Lithuania",982,3381.02,3
"30203","Denmark",982,1186.959,1
"30204","Ukraine",982,2679.756,2
"30205","Serbia",982,2449.085,1
"30206","Sweden",982,1911.018,1
"30207","Poland",982,2942.459,3
"30208","Spain",982,2448.451,3
"30209","Belgium",982,2794.288,3
"30210","Czechia",982,3909.952,1
"30211","Bosnia and Herzegovina",982,4979.079,1
"30212","Norway",982,756.672,1
"30213","Estonia",982,1910.918,2
"30214","Portugal",982,2429.788,3
"30215","Belarus",982,746.516,2
"30216","Ireland",982,1588.459,3
"30217","Slovenia",982,3874.815,2
"30218","Finland",982,1124.037,1
"30219","Bulgaria",982,5542.944,2
"30220","Slovakia",982,3617.819,3
"30221","Portugal",983,2429.788,3
"30222","North Macedonia",983,4696.681,2
"30223","Slovenia",983,3874.815,2
"30224","Finland",983,1126.744,1
"30225","Croatia",983,4171.587,1
"30226","Estonia",983,1910.918,2
"30227","Norway",983,756.672,1
"30228","Hungary",983,4756.452,3
"30229","Romania",983,3401.652,3
"30230","Latvia",983,3589.002,2
"30231","Denmark",983,1187.129,1
"30232","Austria",983,2315.647,2
"30233","Greece",983,3168.906,3
"30234","Belgium",983,2794.888,3
"30235","United Kingdom",983,3074.615,2
"30236","Lithuania",983,3381.383,3
"30237","Bosnia and Herzegovina",983,4979.697,1
"30238","Czechia",983,3910.619,1
"30239","Spain",983,2448.451,3
"30240","Ukraine",983,2679.756,2
"30241","Switzerland",983,1553.806,1
"30242","Bulgaria",983,5542.944,2
"30243","Albania",983,1261.646,1
"30244","Serbia",983,2450.249,1
"30245","Netherlands",983,1288.486,1
"30246","Poland",983,2942.935,3
"30247","Ireland",983,1588.658,3
"30248","Sweden",983,1912.535,1
"30249","Germany",983,1821.942,2
"30250","France",983,2397.433,3
"30251","Italy",983,2986.832,3
"30252","Belarus",983,746.516,2
"30253","Slovakia",983,3618.528,3
"30254","Serbia",984,2451.559,1
"30255","Belgium",984,2795.574,3
"30256","Czechia",984,3911.382,1
"30257","Bosnia and Herzegovina",984,4980.316,1
"30258","United Kingdom",984,3075.356,2
"30259","Slovakia",984,3619.414,3
"30260","Belarus",984,746.516,2
"30261","Ireland",984,1589.056,3
"30262","Spain",984,2448.451,3
"30263","Bulgaria",984,5542.944,2
"30264","Croatia",984,4172.579,1
"30265","Ukraine",984,2679.756,2
"30266","Austria",984,2316.095,2
"30267","Finland",984,1132.519,1
"30268","Lithuania",984,3382.838,3
"30269","Greece",984,3168.906,3
"30270","Netherlands",984,1288.486,1
"30271","Poland",984,2943.362,3
"30272","Slovenia",984,3874.815,2
"30273","Sweden",984,1913.199,1
"30274","Estonia",984,1910.918,2
"30275","Romania",984,3402.059,3
"30276","Portugal",984,2429.788,3
"30277","Italy",984,2988.001,3
"30278","Germany",984,1821.942,2
"30279","North Macedonia",984,4696.681,2
"30280","France",984,2397.433,3
"30281","Switzerland",984,1553.806,1
"30282","Latvia",984,3589.002,2
"30283","Denmark",984,1187.809,1
"30284","Norway",984,756.672,1
"30285","Hungary",984,4756.452,3
"30286","Albania",984,1261.646,1
"30287","Albania",985,1261.646,1
"30288","Austria",985,2316.766,2
"30289","Slovenia",985,3874.815,2
"30290","Spain",985,2448.451,3
"30291","Czechia",985,3912.335,1
"30292","Slovakia",985,3619.946,3
"30293","Denmark",985,1188.319,1
"30294","Poland",985,2943.989,3
"30295","Bosnia and Herzegovina",985,4980.934,1
"30296","Croatia",985,4175.06,1
"30297","Romania",985,3402.364,3
"30298","Germany",985,1821.942,2
"30299","Sweden",985,1914.336,1
"30300","Belarus",985,746.516,2
"30301","North Macedonia",985,4696.681,2
"30302","Italy",985,2989.017,3
"30303","Finland",985,1136.309,1
"30304","France",985,2397.433,3
"30305","Estonia",985,1910.918,2
"30306","Hungary",985,4756.452,3
"30307","Latvia",985,3589.002,2
"30308","Norway",985,756.672,1
"30309","Portugal",985,2429.788,3
"30310","Serbia",985,2452.868,1
"30311","Switzerland",985,1553.806,1
"30312","Belgium",985,2795.918,3
"30313","United Kingdom",985,3076.022,2
"30314","Lithuania",985,3383.201,3
"30315","Greece",985,3168.906,3
"30316","Ireland",985,1589.454,3
"30317","Bulgaria",985,5542.944,2
"30318","Ukraine",985,2679.756,2
"30319","Netherlands",985,1288.486,1
"30320","Switzerland",986,1553.921,1
"30321","Poland",986,2944.24,3
"30322","Ireland",986,1589.653,3
"30323","Czechia",986,3912.906,1
"30324","Netherlands",986,1288.486,1
"30325","Serbia",986,2454.324,1
"30326","Portugal",986,2429.788,3
"30327","Finland",986,1141.724,1
"30328","Slovenia",986,3874.815,2
"30329","Slovakia",986,3620.654,3
"30330","Hungary",986,4756.452,3
"30331","Norway",986,756.672,1
"30332","Belgium",986,2796.69,3
"30333","Romania",986,3402.975,3
"30334","Bosnia and Herzegovina",986,4981.553,1
"30335","Lithuania",986,3383.565,3
"30336","Greece",986,3168.906,3
"30337","Ukraine",986,2679.756,2
"30338","North Macedonia",986,4696.681,2
"30339","Austria",986,2317.661,2
"30340","Albania",986,1261.646,1
"30341","Estonia",986,1910.918,2
"30342","Croatia",986,4176.797,1
"30343","Denmark",986,1188.829,1
"30344","Sweden",986,1915.663,1
"30345","France",986,2397.433,3
"30346","Bulgaria",986,5542.944,2
"30347","Belarus",986,746.516,2
"30348","Italy",986,2989.762,3
"30349","Spain",986,2448.451,3
"30350","Latvia",986,3589.002,2
"30351","Germany",986,1821.942,2
"30352","United Kingdom",986,3076.748,2
"30353","Slovenia",987,3890.382,2
"30354","Albania",987,1261.646,1
"30355","Slovakia",987,3621.186,3
"30356","Netherlands",987,1289.226,1
"30357","Denmark",987,1189.339,1
"30358","Finland",987,1145.514,1
"30359","Sweden",987,1917.085,1
"30360","Romania",987,3403.585,3
"30361","Belgium",987,2796.861,3
"30362","Bulgaria",987,5547.368,2
"30363","Hungary",987,4756.452,3
"30364","Bosnia and Herzegovina",987,4981.553,1
"30365","Austria",987,2317.773,2
"30366","Spain",987,2451.921,3
"30367","Italy",987,2990.406,3
"30368","Croatia",987,4177.541,1
"30369","Norway",987,756.672,1
"30370","North Macedonia",987,4700.025,2
"30371","United Kingdom",987,3077.326,2
"30372","Serbia",987,2455.633,1
"30373","Estonia",987,1915.443,2
"30374","Czechia",987,3913.478,1
"30375","Portugal",987,2433.779,3
"30376","Belarus",987,746.516,2
"30377","France",987,2400.559,3
"30378","Greece",987,3179.98,3
"30379","Poland",987,2944.24,3
"30380","Germany",987,1826.188,2
"30381","Latvia",987,3601.43,2
"30382","Lithuania",987,3384.292,3
"30383","Ireland",987,1589.852,3
"30384","Switzerland",987,1554.035,1
"30385","Ukraine",987,2682.023,2
"30386","Austria",988,2318.332,2
"30387","Germany",988,1826.188,2
"30388","Czechia",988,3914.431,1
"30389","Ireland",988,1590.45,3
"30390","Ukraine",988,2682.023,2
"30391","Romania",988,3403.941,3
"30392","Belgium",988,2796.947,3
"30393","Croatia",988,4178.286,1
"30394","Bosnia and Herzegovina",988,4982.171,1
"30395","Spain",988,2451.921,3
"30396","Latvia",988,3601.43,2
"30397","Hungary",988,4756.452,3
"30398","Switzerland",988,1554.264,1
"30399","Portugal",988,2433.779,3
"30400","Belarus",988,746.516,2
"30401","United Kingdom",988,3077.918,2
"30402","Netherlands",988,1289.226,1
"30403","Bulgaria",988,5547.368,2
"30404","Lithuania",988,3384.292,3
"30405","Slovenia",988,3890.382,2
"30406","Serbia",988,2456.798,1
"30407","France",988,2400.559,3
"30408","North Macedonia",988,4700.025,2
"30409","Estonia",988,1915.443,2
"30410","Norway",988,761.088,1
"30411","Albania",988,1261.998,1
"30412","Poland",988,2944.24,3
"30413","Denmark",988,1189.849,1
"30414","Slovakia",988,3621.186,3
"30415","Finland",988,1149.123,1
"30416","Sweden",988,1919.076,1
"30417","Italy",988,2990.948,3
"30418","Greece",988,3179.98,3
"30419","Norway",989,761.088,1
"30420","Bulgaria",989,5547.368,2
"30421","Greece",989,3179.98,3
"30422","Latvia",989,3601.43,2
"30423","United Kingdom",989,3078.511,2
"30424","Finland",989,1150.928,1
"30425","Ireland",989,1590.45,3
"30426","Lithuania",989,3385.02,3
"30427","Austria",989,2318.556,2
"30428","Ukraine",989,2682.023,2
"30429","Slovenia",989,3890.382,2
"30430","Estonia",989,1915.443,2
"30431","France",989,2400.559,3
"30432","Netherlands",989,1289.226,1
"30433","Albania",989,1261.998,1
"30434","Belarus",989,746.516,2
"30435","Croatia",989,4180.519,1
"30436","Serbia",989,2458.107,1
"30437","Denmark",989,1190.699,1
"30438","Slovakia",989,3621.718,3
"30439","Germany",989,1826.188,2
"30440","Sweden",989,1919.55,1
"30441","Belgium",989,2797.119,3
"30442","Bosnia and Herzegovina",989,4983.408,1
"30443","Romania",989,3404.043,3
"30444","Hungary",989,4756.452,3
"30445","Czechia",989,3915.098,1
"30446","Spain",989,2451.921,3
"30447","Switzerland",989,1554.493,1
"30448","North Macedonia",989,4700.025,2
"30449","Italy",989,2991.473,3
"30450","Portugal",989,2433.779,3
"30451","Poland",989,2944.641,3
"30452","United Kingdom",990,3079.237,2
"30453","Greece",990,3179.98,3
"30454","Belarus",990,746.516,2
"30455","Ireland",990,1590.848,3
"30456","Switzerland",990,1554.607,1
"30457","Estonia",990,1915.443,2
"30458","France",990,2400.559,3
"30459","Romania",990,3404.857,3
"30460","Serbia",990,2459.708,1
"30461","Belgium",990,2797.204,3
"30462","Sweden",990,1920.687,1
"30463","Hungary",990,4761.267,3
"30464","Norway",990,761.088,1
"30465","Lithuania",990,3385.02,3
"30466","Ukraine",990,2682.023,2
"30467","Bulgaria",990,5547.368,2
"30468","Portugal",990,2433.779,3
"30469","Slovenia",990,3890.382,2
"30470","Netherlands",990,1289.226,1
"30471","Italy",990,2992.489,3
"30472","Spain",990,2451.921,3
"30473","Germany",990,1826.188,2
"30474","North Macedonia",990,4700.025,2
"30475","Denmark",990,1191.039,1
"30476","Slovakia",990,3621.718,3
"30477","Croatia",990,4181.759,1
"30478","Poland",990,2945.269,3
"30479","Finland",990,1154.357,1
"30480","Latvia",990,3601.43,2
"30481","Czechia",990,3916.051,1
"30482","Austria",990,2319.339,2
"30483","Bosnia and Herzegovina",990,4984.027,1
"30484","Albania",990,1262.702,1
"30485","Austria",991,2320.122,2
"30486","Poland",991,2945.796,3
"30487","Switzerland",991,1554.722,1
"30488","Slovenia",991,3890.382,2
"30489","Norway",991,761.088,1
"30490","Greece",991,3179.98,3
"30491","Ukraine",991,2682.023,2
"30492","Romania",991,3405.518,3
"30493","North Macedonia",991,4700.025,2
"30494","Spain",991,2451.921,3
"30495","Hungary",991,4761.267,3
"30496","Denmark",991,1192.739,1
"30497","Serbia",991,2461.309,1
"30498","Slovakia",991,3622.072,3
"30499","Sweden",991,1922.299,1
"30500","Bosnia and Herzegovina",991,4984.645,1
"30501","France",991,2400.559,3
"30502","Estonia",991,1915.443,2
"30503","Italy",991,2993.268,3
"30504","Netherlands",991,1289.226,1
"30505","Finland",991,1161.216,1
"30506","Latvia",991,3601.43,2
"30507","Czechia",991,3916.813,1
"30508","Ireland",991,1591.644,3
"30509","Bulgaria",991,5547.368,2
"30510","Germany",991,1826.188,2
"30511","Lithuania",991,3386.11,3
"30512","Portugal",991,2433.779,3
"30513","Belgium",991,2797.548,3
"30514","Albania",991,1262.702,1
"30515","Croatia",991,4181.759,1
"30516","Belarus",991,746.516,2
"30517","United Kingdom",991,3079.977,2
"30518","France",992,2400.559,3
"30519","Belarus",992,746.516,2
"30520","Finland",992,1164.464,1
"30521","Netherlands",992,1289.226,1
"30522","Ireland",992,1592.241,3
"30523","United Kingdom",992,3080.526,2
"30524","Czechia",992,3917.766,1
"30525","Albania",992,1262.702,1
"30526","Denmark",992,1193.589,1
"30527","Germany",992,1826.188,2
"30528","Estonia",992,1915.443,2
"30529","Romania",992,3406.129,3
"30530","Spain",992,2451.921,3
"30531","Slovenia",992,3890.382,2
"30532","Poland",992,2946.272,3
"30533","Belgium",992,2797.891,3
"30534","Sweden",992,1923.531,1
"30535","Slovakia",992,3622.426,3
"30536","Croatia",992,4183.496,1
"30537","Bosnia and Herzegovina",992,4984.955,1
"30538","Switzerland",992,1555.179,1
"30539","Portugal",992,2433.779,3
"30540","Norway",992,761.088,1
"30541","Austria",992,2320.569,2
"30542","Lithuania",992,3387.201,3
"30543","Greece",992,3179.98,3
"30544","Bulgaria",992,5547.368,2
"30545","Hungary",992,4761.267,3
"30546","Ukraine",992,2682.023,2
"30547","Serbia",992,2462.619,1
"30548","North Macedonia",992,4700.025,2
"30549","Latvia",992,3601.43,2
"30550","Italy",992,2994.285,3
"30551","Lithuania",993,3387.565,3
"30552","Netherlands",993,1289.226,1
"30553","Spain",993,2451.921,3
"30554","Bulgaria",993,5547.368,2
"30555","Italy",993,2995.115,3
"30556","Slovenia",993,3890.382,2
"30557","Finland",993,1171.142,1
"30558","Albania",993,1262.702,1
"30559","Portugal",993,2433.779,3
"30560","Czechia",993,3918.719,1
"30561","Ukraine",993,2682.023,2
"30562","Latvia",993,3601.43,2
"30563","Belgium",993,2798.148,3
"30564","Switzerland",993,1555.294,1
"30565","Slovakia",993,3622.958,3
"30566","Bosnia and Herzegovina",993,4986.192,1
"30567","Sweden",993,1925.237,1
"30568","Germany",993,1826.188,2
"30569","North Macedonia",993,4700.025,2
"30570","France",993,2400.559,3
"30571","Denmark",993,1194.439,1
"30572","Greece",993,3179.98,3
"30573","Serbia",993,2463.928,1
"30574","Romania",993,3406.434,3
"30575","Croatia",993,4184.985,1
"30576","Ireland",993,1592.839,3
"30577","Poland",993,2946.9,3
"30578","Austria",993,2320.905,2
"30579","Norway",993,761.088,1
"30580","Estonia",993,1915.443,2
"30581","Belarus",993,746.516,2
"30582","United Kingdom",993,3081.266,2
"30583","Hungary",993,4761.267,3
"30584","Serbia",994,2465.238,1
"30585","Bosnia and Herzegovina",994,4986.192,1
"30586","Belarus",994,746.516,2
"30587","Switzerland",994,1555.408,1
"30588","Spain",994,2454.171,3
"30589","Finland",994,1175.835,1
"30590","Lithuania",994,3387.929,3
"30591","Ukraine",994,2686.078,2
"30592","Czechia",994,3919.672,1
